,sender_name,recipient_name,text,date
252,JuiceWorlddd, ,What’s sleep,2019-02-04 12:48:27+00:00
253,JuiceWorlddd, ,I miss you bro fr,2019-02-03 07:38:23+00:00
254,JuiceWorlddd, ,Talk to me nice pls,2019-02-03 06:49:33+00:00
255,JuiceWorlddd, ,Lmaoo I know u was bored dats dope doe,2019-02-02 00:10:00+00:00
256,JuiceWorlddd, ,Strive 4 peace ,2019-02-01 01:01:36+00:00
257,JuiceWorlddd, ,Be selfless not selfish ,2019-01-31 17:50:11+00:00
258,JuiceWorlddd, ,I’ll give it all my effort ,2019-01-31 08:28:40+00:00
259,JuiceWorlddd, ,That’s correct ,2019-01-31 04:22:27+00:00
260,JuiceWorlddd, ,I wish I lived in halo reach that best halo hands down fuck who don’t like,2019-01-29 16:27:06+00:00
261,JuiceWorlddd, ,There’s gotta be another way,2019-01-28 13:10:58+00:00
262,JuiceWorlddd, ,Today’s not my day and it just started,2019-01-26 16:28:39+00:00
263,JuiceWorlddd, ,Im just trying to create ,2019-01-26 14:22:30+00:00
264,JuiceWorlddd, ,Thank God for waking me up another day but it’s fuck today ,2019-01-26 02:43:09+00:00
265,JuiceWorlddd, ,I wake up next to you and get high off being next to you ,2019-01-25 02:50:15+00:00
266,JuiceWorlddd, ,I wanna be the solvent to all your problems.. I end up being just another problem it seems..I’m sorry,2019-01-24 17:01:19+00:00
267,JuiceWorlddd, ,Today had a rough start but I been trying my best to push through and count my blessings,2019-01-24 02:46:30+00:00
268,JuiceWorlddd, ,You’ll only catch me trying to give you a helping hand you’re my love,2019-01-24 02:18:31+00:00
269,JuiceWorlddd, ,My head is gone bro...gone it feel like I’m losing it,2019-01-23 18:32:12+00:00
270,JuiceWorlddd, ,"Everything will happen at the perfect time, always remember that things will fall into place even when they seem out of place, you can thank God for that",2019-01-23 05:30:04+00:00
271,JuiceWorlddd, ,Bro wtf is wrong w me ,2019-01-22 18:00:39+00:00
272,JuiceWorlddd, ,Of course,2019-01-22 15:29:39+00:00
273,JuiceWorlddd, ,Know what’s worth it and what isn’t,2019-01-21 08:21:04+00:00
274,JuiceWorlddd, ,I would do anything to keep you smiling ,2019-01-20 11:18:17+00:00
275,JuiceWorlddd, ,Oh me and her ? That’s forever,2019-01-20 04:29:48+00:00
276,JuiceWorlddd, ,My paranoia and insecurities hold me close,2019-01-19 21:01:54+00:00
277,JuiceWorlddd, ,Far from the right idea,2019-01-18 08:03:37+00:00
278,JuiceWorlddd, ,She ain’t make the food she was the food,2019-01-17 23:05:54+00:00
279,JuiceWorlddd, ,Ally just fed me the best food on God,2019-01-17 22:58:31+00:00
280,JuiceWorlddd, ,I’m blushing ,2019-01-17 06:29:34+00:00
281,JuiceWorlddd, ,"Idk why im like this, ill work on it",2019-01-17 06:28:38+00:00
282,JuiceWorlddd, ,Harddddd,2019-01-16 13:50:50+00:00
283,JuiceWorlddd, ,Bae I need it,2019-01-15 20:11:11+00:00
284,JuiceWorlddd, ,If I show you nun but respect I want the same . ,2019-01-15 14:49:03+00:00
285,JuiceWorlddd, ,You run as fast as you can,2019-01-15 10:55:51+00:00
286,JuiceWorlddd, ,I feel weird about that shit,2019-01-15 03:42:48+00:00
287,JuiceWorlddd, ,Hey Mrs. WRLD,2019-01-13 06:23:41+00:00
288,JuiceWorlddd, ,You are the best you are more than enough,2019-01-13 06:17:42+00:00
289,JuiceWorlddd, ,"Shout your name in hills and the valleys, whole worlds gonna know you love me ",2019-01-13 06:09:17+00:00
290,JuiceWorlddd, ,"I love being able to sit and create it numbs my problems, sometimes I get lost in it I’m sorry",2019-01-13 02:21:01+00:00
291,JuiceWorlddd, ,Was just saying this,2019-01-07 10:48:43+00:00
292,JuiceWorlddd, ,Fuck getting drunk and fucking got drunk and had a heart to heart ,2019-01-05 23:32:54+00:00
293,JuiceWorlddd, ,"This is history in the making, now stfu and let me make it",2019-01-04 21:39:45+00:00
294,JuiceWorlddd, ,"Part of me wanna be like Kurt, part of me wanna be like Wayne part of me wanna fix the hurt, part of me wanna numb the pain",2019-01-04 20:54:29+00:00
295,JuiceWorlddd, ,"Tell me what you kno about night terrors, nothing",2019-01-04 20:40:48+00:00
296,JuiceWorlddd, ,Who put you on the planet ,2019-01-04 11:38:08+00:00
297,JuiceWorlddd, ,My head is pounding,2019-01-04 05:04:12+00:00
298,JuiceWorlddd, ,Lmao the juice wrld y’all know ,2019-01-02 11:33:47+00:00
